record_id,company_name,registered_country,reg_no,lei,aum_usd_millions,incorporation_date,last_kyc_review,is_real_company,data_source
KYC009543,Martin Benjamin and Edwards Limited / 嘉地產有限公司,HK,2795602,,3.86,2003-01-14,2025-12-04,False,generated
KYC009544,Dickerson-Wiggins Ltd / 大科技有限公司,VG,VG424977,,202.04,2001-02-19,2024-10-03,False,generated
KYC009545,Weiss-Richards Group / 嘉金融有限公司,CN,CN-7312,,78.51,2000-03-03,2024-09-08,False,generated
KYC009546,Wells-Simmons Limited / 嘉科技有限公司,KY,KY320350,,0.77,2012-10-29,2025-01-11,False,generated
KYC009547,Wood-Burnett PLC / 嘉實業有限公司,HK,11461274,,5.56,1998-05-08,2024-03-16,False,generated
KYC009548,Mendoza-Delacruz PLC / 嘉地產有限公司,KY,KY524746,,213.63,2002-02-23,2024-12-03,False,generated
KYC009549,Flores and Sons Group / 富金融有限公司,HK,1541569,,76.14,2005-12-09,2025-05-15,False,generated
KYC009550,Wong Williams and Lee PLC / 嘉金融有限公司,HK,4343405,,171.43,1992-08-05,2025-02-14,False,generated
KYC009551,Bishop Bailey and Marquez Group / 百金融有限公司,HK,8800564,,13.67,1999-10-22,2024-10-31,False,generated
KYC009552,Morgan Ford and White Holdings / 嘉金融有限公司,HK,7200802,,9.23,1999-07-22,2023-08-06,False,generated
KYC009553,Burton Ltd Limited / 百投資有限公司,HK,5792177,,29.66,1991-12-25,2025-04-20,False,generated
KYC009554,White and Sons Ltd / 嘉貿易有限公司,HK,15727501,213800YJNAM7KB9EUP21,1055.7,1995-04-12,2025-10-06,False,generated
KYC009555,Klein Schmidt and Rivera Group / 國貿易有限公司,HK,7810619,,73.23,1993-06-23,2025-04-10,False,generated
KYC009556,Bright Johnson and Howell Limited / 百地產有限公司,HK,3622928,,29.98,2018-08-22,2025-07-20,False,generated
KYC009557,Fernandez-Johnson Ltd / 富投資有限公司,HK,17348198,,22.1,2010-12-29,2023-05-07,False,generated
KYC009558,Sullivan and Sons PLC / 嘉科技有限公司,KY,KY440541,,2.69,2003-04-25,2025-06-10,False,generated
KYC009559,Mcdonald Inc Limited / 嘉實業有限公司,HK,16690198,,21.77,1996-07-13,2025-06-26,False,generated
KYC009560,Flynn LLC PLC / 富地產有限公司,HK,7591882,,109.19,2023-11-03,2025-07-10,False,generated
KYC009561,Williams Evans and Young Limited / 嘉科技有限公司,CN,CN-6264,,10.06,2019-04-08,2022-12-12,False,generated
KYC009562,Bennett Bell and Guerrero PLC / 百金融有限公司,HK,1059854,,39.17,1994-02-23,2024-10-31,False,generated
KYC009563,Washington-Wilkerson Ltd / 嘉科技有限公司,HK,18175306,529900G60BV2BY6SFL14,7.36,2004-03-12,2025-04-17,False,generated
KYC009564,Wilson Cameron and Wright PLC / 嘉投資有限公司,VG,VG909174,,21.47,2015-07-12,2023-08-15,False,generated
KYC009565,Alvarez Inc PLC / 亞貿易有限公司,HK,10062540,,41.85,2024-05-02,2025-01-04,False,generated
KYC009566,Goodwin-Burton Holdings / 金投資有限公司,CN,CN-8944,,67.61,2007-02-19,2023-12-18,False,generated
KYC009567,Wilson and Sons Holdings / 嘉實業有限公司,KY,KY314481,,27.17,2020-08-09,2024-12-26,False,generated
KYC009568,Hernandez Green and Pierce Ltd / 亨投資有限公司,HK,18970124,,28.37,2010-07-29,2025-02-06,False,generated
KYC009569,Skinner-Smith PLC / 嘉地產有限公司,KY,KY250074,,40.89,2009-11-05,2025-02-23,False,generated
KYC009570,Haley-Washington Ltd / 亨貿易有限公司,HK,2077810,377900C7S1JZ5X5BRI67,860.03,1996-09-15,2024-09-09,False,generated
KYC009571,Mitchell-Taylor Holdings / 嘉地產有限公司,HK,9514237,,77.38,1994-08-30,2022-04-14,False,generated
KYC009572,Atkins-Thompson PLC / 亞科技有限公司,KY,KY620264,,7.78,1993-12-05,2025-10-14,False,generated
KYC009573,Smith Mason and Wolf Holdings / 嘉貿易有限公司,KY,KY239815,,211.45,2016-02-15,2023-11-05,False,generated
KYC009574,Barber Ltd Limited / 百地產有限公司,CN,CN-1801,,28.83,2021-10-01,2024-07-17,False,generated
KYC009575,Mays Sheppard and Ball PLC / 嘉貿易有限公司,VG,VG809961,,20.88,2009-01-27,2025-08-24,False,generated
KYC009576,Davis-Jenkins Limited / 大實業有限公司,VG,VG131401,,78.33,2016-06-10,2024-11-29,False,generated
KYC009577,Ritter Wagner and Hoffman Ltd / 嘉貿易有限公司,HK,15814187,,392.18,2023-09-04,2025-08-18,False,generated
KYC009578,Sharp and Sons Group / 嘉金融有限公司,HK,8233814,,27.44,2001-06-15,2024-12-28,False,generated
KYC009579,Perry-Franklin Ltd / 嘉金融有限公司,KY,KY515028,,87.68,2000-04-30,2025-12-05,False,generated
KYC009580,Solomon Johnson and Wilson Ltd / 嘉實業有限公司,KY,KY728392,,70.71,1994-09-10,2024-02-25,False,generated
KYC009581,Johnston Ltd Holdings / 捷投資有限公司,HK,6512898,,11.96,1995-02-25,2025-06-11,False,generated
KYC009582,Santos Group Limited / 嘉金融有限公司,KY,KY521739,,63.49,2024-10-05,2024-03-04,False,generated
KYC009583,Moreno Ltd Limited / 嘉貿易有限公司,HK,1327333,,2793.11,2024-10-05,2025-10-05,False,generated
KYC009584,Mitchell Smith and Jackson PLC / 嘉實業有限公司,VG,VG683626,,112.43,1997-12-19,2025-11-18,False,generated
KYC009585,Foley Moore and Pace Ltd / 富金融有限公司,VG,VG785592,,21.68,1994-08-16,2023-03-17,False,generated
KYC009586,Newton Inc PLC / 嘉科技有限公司,VG,VG625594,,53.88,2004-05-03,2025-10-30,False,generated
KYC009587,Munoz Guerrero and Rogers Ltd / 嘉科技有限公司,HK,16167298,,622.94,2019-03-31,2021-01-24,False,generated
KYC009588,Valdez Acosta and Rodriguez Holdings / 嘉實業有限公司,VG,VG837827,377900ZD90LM7AUN2O83,45.74,2001-02-04,2025-08-13,False,generated
KYC009589,Williams-Watson Limited / 嘉金融有限公司,SG,200183299,,15.14,2004-03-30,2025-07-06,False,generated
KYC009590,Montgomery Lopez and Davis PLC / 嘉金融有限公司,VG,VG296983,,76.34,2004-02-24,2024-11-07,False,generated
KYC009591,Newman-Harrison PLC / 嘉實業有限公司,HK,1650199,,261.72,2020-06-21,2024-07-23,False,generated
KYC009592,Leon Ltd Ltd / 嘉投資有限公司,KY,KY620707,,9.77,2007-03-22,2024-08-29,False,generated
KYC009593,Hoover Inc Limited / 亨地產有限公司,KY,KY593348,,54.51,2000-08-17,2025-09-21,False,generated
KYC009594,Maddox-Smith Group / 嘉投資有限公司,HK,16672377,,83.63,2001-03-15,2024-10-24,False,generated
KYC009595,Hamilton LLC Holdings / 亨地產有限公司,HK,4358355,,15.74,2019-12-02,2023-06-19,False,generated
KYC009596,Williams Bush and Schmidt Ltd / 嘉地產有限公司,KY,KY834736,,189.02,2000-03-12,2024-09-01,False,generated
KYC009597,Parker Johnston and Barnes Group / 嘉科技有限公司,CN,CN-7073,,18.29,2008-11-11,2025-01-02,False,generated
KYC009598,Freeman-Anderson Ltd / 富實業有限公司,HK,4376682,,247.19,1995-08-04,2025-08-04,False,generated
KYC009599,Johnston-Brooks Group / 捷地產有限公司,SG,201826858,529900JI0LKHF3CHE579,19.1,1991-08-17,2024-10-18,False,generated
KYC009600,Shaw-Davis Ltd / 嘉科技有限公司,HK,18899838,,1186.06,2020-05-15,2024-05-12,False,generated
KYC009601,Barnes LLC Holdings / 百科技有限公司,HK,3753564,,19.0,2019-12-29,2025-08-27,False,generated
KYC009602,Moss Rasmussen and Johnson PLC / 嘉投資有限公司,KY,KY250720,,37.71,1995-12-27,2025-11-15,False,generated
KYC009603,Nelson PLC PLC / 嘉地產有限公司,HK,16028945,,2.16,1992-12-14,2025-11-07,False,generated
KYC009604,Mooney-Blankenship PLC / 嘉投資有限公司,HK,19217474,,7.87,2014-04-24,2024-05-27,False,generated
KYC009605,Clark Jimenez and Taylor Limited / 中投資有限公司,HK,4967185,,53.7,1991-07-23,2024-07-20,False,generated
KYC009606,"ORBE SEVILLANO, Zigor",KY,KY589950,,34.59,1997-11-21,2022-03-02,False,generated
KYC009607,Stewart Ryan and Petersen Ltd / 嘉地產有限公司,HK,11243298,,51.48,2018-05-07,2025-09-22,False,generated
KYC009608,Osborne Group Holdings / 嘉實業有限公司,HK,1382780,,12.07,2010-03-02,2025-03-22,False,generated
KYC009609,Boyd-Powell Limited / 百貿易有限公司,CN,CN-8367,,8.89,2001-07-02,2022-06-23,False,generated
KYC009610,Robinson LLC Limited / 嘉投資有限公司,HK,19765023,,30.21,2019-05-24,2025-05-08,False,generated
KYC009611,Michael-Gaines Group / 嘉投資有限公司,KY,KY421499,,411.86,2023-06-26,2024-02-09,False,generated
KYC009612,Wyatt-Kerr Group / 嘉實業有限公司,VG,VG976810,,2.92,2019-12-05,2024-11-29,False,generated
KYC009613,Reed Harrison and Bailey Holdings / 嘉實業有限公司,HK,2301583,,905.45,2020-06-26,2025-08-07,False,generated
KYC009614,Johnson PLC Ltd / 捷實業有限公司,HK,15794494,,16.15,2016-04-10,2025-01-30,False,generated
KYC009615,Woods-Carr Ltd / 嘉科技有限公司,VG,VG587218,,133.53,1998-12-08,2023-10-18,False,generated
KYC009616,Anderson-Kane Holdings / 亞科技有限公司,HK,11395627,,5.66,1992-09-29,2025-05-04,False,generated
KYC009617,Thompson-White Ltd / 嘉地產有限公司,SG,200869418,,8.03,1997-07-17,2024-04-23,False,generated
KYC009618,Smith and Sons Holdings / 嘉實業有限公司,HK,1622048,,3.55,1999-06-22,2025-10-04,False,generated
KYC009619,Mitchell-Sandoval Group / 嘉投資有限公司,HK,4561866,,31.4,2019-03-06,2023-10-25,False,generated
KYC009620,Marshall Williams and Barrett Group / 嘉地產有限公司,CN,CN-1778,,182.4,2001-12-01,2025-09-19,False,generated
KYC009621,Sanders Group Group / 嘉金融有限公司,KY,KY574783,,4.8,1993-08-21,2025-03-19,False,generated
KYC009622,Parks Kelly and Martinez PLC / 嘉金融有限公司,HK,14055659,,2.14,2022-08-11,2023-09-22,False,generated
KYC009623,Warren-Black PLC / 嘉貿易有限公司,KY,KY260242,,5.59,1995-04-22,2023-09-14,False,generated
KYC009624,Rojas-Blair PLC / 嘉科技有限公司,VG,VG817848,,25.69,2017-07-25,2024-04-08,False,generated
KYC009625,Rodgers Brown and Taylor PLC / 嘉地產有限公司,HK,11599060,,28.78,2019-08-24,2025-12-01,False,generated
KYC009626,Ramirez Alvarado and Sullivan Limited / 嘉貿易有限公司,CN,CN-7269,,10.96,2008-10-23,2025-09-11,False,generated
KYC009627,Chapman Walters and Lewis Group / 中貿易有限公司,VG,VG625784,,4.63,2019-09-06,2023-07-19,False,generated
KYC009628,Kline-Knight Holdings / 國地產有限公司,VG,VG104234,,5.14,2001-08-30,2025-03-05,False,generated
KYC009629,Knapp Beck and Davidson Group / 國金融有限公司,CN,CN-5058,,4.39,2014-04-24,2025-10-04,False,generated
KYC009630,Beck Ltd Ltd / 百實業有限公司,HK,13046353,,21.58,2018-06-29,2025-02-16,False,generated
KYC009631,Payne Group Holdings / 嘉投資有限公司,VG,VG784533,,2246.98,2002-03-12,2025-07-19,False,generated
KYC009632,Bond-Yates Group / 百地產有限公司,CN,CN-7797,,50.72,2008-07-05,2024-05-15,False,generated
KYC009633,Wright Davis and Ross Limited / 嘉投資有限公司,HK,14812586,,34.54,2018-06-14,2024-04-14,False,generated
KYC009634,Pruitt Perez and Anderson PLC / 嘉投資有限公司,HK,5620831,,9.65,2022-03-16,2025-08-24,False,generated
KYC009635,Aguilar-Perkins PLC / 亞貿易有限公司,VG,VG614436,,140.17,2013-02-01,2025-05-17,False,generated
KYC009636,Leblanc Inc Holdings / 嘉貿易有限公司,HK,16965200,,17.19,1991-08-24,2025-01-21,False,generated
KYC009637,Thompson-Phillips Limited / 嘉投資有限公司,HK,3919990,,8.27,2023-02-22,2025-12-10,False,generated
KYC009638,Turner-Campbell Ltd / 嘉貿易有限公司,CN,CN-2835,,44.73,1994-03-12,2024-06-13,False,generated
KYC009639,Hess Inc Group / 亨貿易有限公司,KY,KY226613,,56.39,1997-10-28,2024-05-10,False,generated
KYC009640,Hughes Palmer and Doyle Ltd / 亨金融有限公司,VG,VG179829,,4.33,2014-06-24,2025-06-23,False,generated
KYC009641,Harvey-Henderson Limited / 亨科技有限公司,SG,201496218,,0.69,2011-03-15,2024-01-07,False,generated
KYC009642,Colon PLC Ltd / 中金融有限公司,VG,VG190896,,401.1,1998-02-17,2025-04-20,False,generated
KYC009643,Mills Abbott and Gutierrez Limited / 嘉科技有限公司,HK,7511590,,7.32,2024-02-17,2025-09-05,False,generated
KYC009644,Jones-Aguilar Group / 捷科技有限公司,KY,KY162178,,67.3,2019-02-11,2025-09-16,False,generated
KYC009645,Jackson Group Holdings / 捷金融有限公司,VG,VG371401,,263.26,2001-02-27,2023-01-27,False,generated
KYC009646,Harris and Sons Limited / 亨貿易有限公司,VG,VG502843,,35.15,1992-06-21,2024-11-27,False,generated
KYC009647,Cox-Martinez Limited / 中科技有限公司,HK,15648076,,30.89,2014-09-12,2024-02-19,False,generated
KYC009648,Wilson Dominguez and Meyer Ltd / 嘉地產有限公司,HK,13958423,,3.44,2023-01-04,2025-03-30,False,generated
KYC009649,Dominguez-Pollard Holdings / 大貿易有限公司,VG,VG872679,,20.54,2000-02-10,2025-08-29,False,generated
KYC009650,Gonzales PLC Limited / 金投資有限公司,HK,2457197,,103.97,2016-01-21,2025-10-22,False,generated
KYC009651,Griffin Inc PLC / 金金融有限公司,HK,12841891,,5.41,2021-03-29,2025-10-19,False,generated
KYC009652,Cohen PLC PLC / 中投資有限公司,HK,15264251,,164.22,2003-02-18,2024-12-05,False,generated
KYC009653,Jones Hernandez and Adams Ltd / 捷科技有限公司,HK,4059384,,408.69,2007-03-13,2025-10-08,False,generated
KYC009654,Jones Clay and Young Group / 捷投資有限公司,HK,6237892,,3.01,2003-02-18,2025-09-08,False,generated
KYC009655,Woods-Rocha Limited / 嘉金融有限公司,VG,VG546113,,7.67,1993-08-15,2024-06-19,False,generated
KYC009656,Mcdaniel LLC Limited / 嘉實業有限公司,VG,VG266402,,38.93,2005-02-07,2021-08-07,False,generated
KYC009657,Harrison Burns and Mann Holdings / 亨投資有限公司,VG,VG518552,,180.98,1991-08-12,2023-07-10,False,generated
KYC009658,Flores LLC Limited / 富金融有限公司,HK,19337061,,6.54,2017-02-25,2025-10-02,False,generated
KYC009659,Lamb Clark and Weaver PLC / 嘉金融有限公司,KY,KY836455,,36.39,1997-11-28,2024-07-03,False,generated
KYC009660,Rodriguez-Foster Ltd / 嘉投資有限公司,HK,17309268,,15.63,1991-09-30,2025-05-02,False,generated
KYC009661,Morgan-Maxwell Group / 嘉實業有限公司,HK,8507826,,10.34,2005-07-15,2025-08-06,False,generated
KYC009662,Miller LLC Ltd / 嘉投資有限公司,HK,19188240,,4.93,2007-03-25,2025-06-04,False,generated
KYC009663,Hancock-Fuller PLC / 亨科技有限公司,HK,12725759,,180.5,2014-07-29,2024-08-19,False,generated
KYC009664,Russell Inc Ltd / 嘉金融有限公司,VG,VG966379,,14.36,2009-09-17,2025-10-03,False,generated
KYC009665,Stone PLC Limited / 嘉地產有限公司,HK,18713894,,328.4,2016-03-22,2025-07-17,False,generated
KYC009666,Shepard Clark and Armstrong Limited / 嘉科技有限公司,HK,18868643,,4.41,2015-04-25,2025-10-08,False,generated
KYC009667,Mendoza Group Holdings / 嘉地產有限公司,KY,KY931791,,147.07,2011-07-19,2025-01-07,False,generated
KYC009668,Kennedy-Cook Ltd / 國投資有限公司,KY,KY374732,,31.49,2021-03-17,2025-07-11,False,generated
KYC009669,Nguyen PLC PLC / 嘉金融有限公司,HK,18830228,,208.64,2009-08-30,2024-07-08,False,generated
KYC009670,Williams Santiago and Moran PLC / 嘉貿易有限公司,KY,KY450588,,9.53,1997-03-07,2025-06-02,False,generated
KYC009671,Davenport Ltd Limited / 大地產有限公司,HK,19627308,,5.64,2008-05-20,2024-07-18,False,generated
KYC009672,Williams Group PLC / 嘉投資有限公司,HK,9093157,529900JK6MP8J5VXID73,140.89,1996-06-11,2025-10-12,False,generated
KYC009673,Gaines Barrett and Lee PLC / 金實業有限公司,HK,13328938,,2.57,2004-06-16,2025-08-08,False,generated
KYC009674,Ray Fletcher and Cooper Group / 嘉金融有限公司,KY,KY261383,,30.39,1991-10-23,2024-01-20,False,generated
KYC009675,Rice-Bates Holdings / 嘉科技有限公司,KY,KY269525,,751.57,2010-06-29,2025-05-30,False,generated
KYC009676,Roberts Watson and Avila Limited / 嘉地產有限公司,VG,VG338361,,49.09,2007-01-22,2025-11-02,False,generated
KYC009677,Chapman Soto and Bowman Group / 中科技有限公司,HK,14106573,,51.79,2004-02-16,2023-01-11,False,generated
KYC009678,Alexander Ltd Holdings / 亞投資有限公司,CN,CN-9811,,2.07,2007-03-10,2023-11-17,False,generated
KYC009679,Miles Robinson and Smith Limited / 嘉貿易有限公司,HK,2667233,,102.2,2013-05-28,2024-11-16,False,generated
KYC009680,Sparks Wright and Norris Ltd / 嘉金融有限公司,VG,VG113630,,30.17,2019-04-08,2025-06-29,False,generated
KYC009681,Reynolds and Sons Limited / 嘉投資有限公司,VG,VG431920,,13.24,2004-01-11,2025-03-07,False,generated
KYC009682,Woods PLC Ltd / 嘉地產有限公司,KY,KY187803,,4.02,2023-05-18,2020-05-19,False,generated
KYC009683,Curtis Erickson and Lopez Group / 中金融有限公司,HK,15084106,,46.53,2002-12-09,2025-09-13,False,generated
KYC009684,Stewart-Mack PLC / 嘉地產有限公司,HK,12930373,,10.53,1997-02-04,2025-12-07,False,generated
KYC009685,Rowland Mason and Owens PLC / 嘉金融有限公司,KY,KY160222,,170.91,2001-07-03,2022-08-16,False,generated
KYC009686,Hill Clark and Dixon Limited / 亨金融有限公司,KY,KY562086,,14.79,2013-10-06,2025-05-25,False,generated
KYC009687,Gray Inc Limited / 金科技有限公司,VG,VG947986,,47.5,1991-11-04,2025-11-15,False,generated
KYC009688,Gilmore-Curry Holdings / 金金融有限公司,KY,KY613606,,21.84,1994-07-19,2024-01-16,False,generated
KYC009689,Aguilar-Osborn Ltd / 亞貿易有限公司,HK,11401378,,10.54,1999-11-19,2023-10-19,False,generated
KYC009690,Tran Flores and Allen PLC / 嘉貿易有限公司,HK,18698259,,36.5,2009-10-27,2025-05-21,False,generated
KYC009691,Gross Lopez and Cortez Group / 金投資有限公司,CN,CN-5679,,3.31,2008-03-19,2024-03-26,False,generated
KYC009692,Phillips Ltd Group / 嘉貿易有限公司,HK,16287573,,88.41,1993-04-23,2025-08-04,False,generated
KYC009693,Johnson-Franklin Group / 捷投資有限公司,HK,11599117,,88.33,1996-10-24,2025-11-20,False,generated
KYC009694,Williams-Marks Group / 嘉投資有限公司,HK,4699737,,25.35,2013-09-03,2025-07-20,False,generated
KYC009695,Simpson PLC Limited / 嘉金融有限公司,KY,KY672087,,24.23,2024-05-17,2025-03-17,False,generated
KYC009696,Frank Group Group / 富實業有限公司,VG,VG842137,,36.05,2011-09-02,2021-08-09,False,generated
KYC009697,Williams Group Holdings / 嘉科技有限公司,HK,17792647,,13.7,2024-05-04,2023-12-18,False,generated
KYC009698,Smith-Randolph Group / 嘉貿易有限公司,HK,9039400,,12.5,1995-12-08,2023-11-25,False,generated
KYC009699,Dalton Ltd Group / 大科技有限公司,HK,11266515,,583.97,1991-05-23,2024-07-11,False,generated
KYC009700,Peterson Washington and Esparza Holdings / 嘉科技有限公司,VG,VG533064,,188.22,2018-07-20,2024-05-18,False,generated
KYC009701,Keller PLC Ltd / 國科技有限公司,CN,CN-7511,,56.87,2017-04-09,2025-08-29,False,generated
KYC009702,Austin and Sons Ltd / 亞金融有限公司,HK,6146500,,26.31,2017-02-22,2024-06-21,False,generated
KYC009703,Thomas Silva and Bell PLC / 嘉金融有限公司,SG,201023682,,56.84,2004-09-05,2025-08-19,False,generated
KYC009704,Brooks Thomas and Morris PLC / 百地產有限公司,KY,KY128764,,1.68,2013-04-23,2023-09-05,False,generated
KYC009705,Mullins-Combs Holdings / 嘉實業有限公司,VG,VG292830,,132.13,1993-02-28,2023-05-10,False,generated
KYC009706,Rojas Walton and Bush PLC / 嘉投資有限公司,KY,KY286859,,6.18,2013-11-23,2025-11-07,False,generated
KYC009707,Ferguson Carroll and Mcknight PLC / 富投資有限公司,CN,CN-7213,,71.9,2001-11-21,2025-10-10,False,generated
KYC009708,Mcbride-Gardner Ltd / 嘉貿易有限公司,KY,KY333152,,57.77,2009-12-05,2025-11-10,False,generated
KYC009709,Kennedy-Garcia Group / 國金融有限公司,KY,KY775268,,22.67,2004-11-28,2024-07-28,False,generated
KYC009710,Thompson Group Ltd / 嘉貿易有限公司,VG,VG603769,,259.6,2006-10-28,2025-07-13,False,generated
KYC009711,Schroeder Group Holdings / 嘉科技有限公司,HK,2823248,,9.05,2019-06-16,2025-11-04,False,generated
KYC009712,Franco-Dean Ltd / 富投資有限公司,HK,17330855,,7.08,1993-10-08,2025-08-11,False,generated
KYC009713,Lopez PLC Holdings / 嘉地產有限公司,HK,9542923,,26.48,2018-10-19,2025-01-04,False,generated
KYC009714,Reed Allen and Moore PLC / 嘉地產有限公司,KY,KY544343,,92.59,1992-12-11,2025-12-07,False,generated
KYC009715,Rojas PLC PLC / 嘉實業有限公司,HK,8521570,,27.14,2015-01-24,2025-02-22,False,generated
KYC009716,Wallace-Ford Group / 嘉地產有限公司,HK,12874520,,35.66,2004-01-12,2024-10-09,False,generated
KYC009717,Navarro-Sutton Ltd / 嘉金融有限公司,VG,VG874588,,169.05,1999-07-11,2023-11-08,False,generated
KYC009718,Stevens-Mendoza PLC / 嘉實業有限公司,HK,16732157,,594.78,2008-11-07,2025-06-10,False,generated
KYC009719,Bennett and Sons Group / 百貿易有限公司,HK,8472839,,188.14,2016-03-08,2024-07-17,False,generated
KYC009720,Hunter Inc PLC / 亨科技有限公司,KY,KY134987,,57.1,2010-11-21,2025-02-17,False,generated
KYC009721,Beltran Wise and Freeman Limited / 百金融有限公司,VG,VG646867,,59.43,2012-06-17,2024-11-08,False,generated
KYC009722,Rios-Brooks PLC / 嘉科技有限公司,CN,CN-1457,529900CRQLZEEC120Q01,12.46,1997-06-05,2024-10-05,False,generated
KYC009723,Wheeler Harper and Mcgee Group / 嘉金融有限公司,SG,202477602,,82.24,2011-01-25,2022-09-23,False,generated
KYC009724,Nolan-Dougherty PLC / 嘉投資有限公司,VG,VG276735,,64.75,2000-05-02,2024-08-01,False,generated
KYC009725,Singleton Keller and Phelps PLC / 嘉科技有限公司,HK,11340220,,7.78,2000-08-10,2024-10-13,False,generated
KYC009726,Price Inc Group / 嘉實業有限公司,HK,2527247,,16.55,1998-11-04,2025-07-09,False,generated
KYC009727,Rivers PLC PLC / 嘉投資有限公司,VG,VG540923,,20.66,2005-08-21,2025-10-10,False,generated
KYC009728,Bailey Melton and Burgess Holdings / 百實業有限公司,HK,5838859,,40.55,2000-09-14,2025-05-19,False,generated
KYC009729,Fernandez and Sons Limited / 富實業有限公司,HK,12331992,,110.45,1991-03-18,2024-12-09,False,generated
KYC009730,Reed-Lopez Ltd / 嘉地產有限公司,VG,VG750989,,19.28,1990-10-14,2025-04-09,False,generated
KYC009731,Barnes Richardson and Davis PLC / 百投資有限公司,HK,16134116,,23.82,2011-03-13,2025-07-14,False,generated
KYC009732,Fernandez and Sons Ltd / 富科技有限公司,CN,CN-3685,,1.01,2024-07-08,2025-03-28,False,generated
KYC009733,Wood-Rodgers Group / 嘉實業有限公司,CN,CN-3471,,3.74,2010-10-28,2025-05-14,False,generated
KYC009734,Garcia Group Ltd / 金金融有限公司,VG,VG702468,,21.36,2014-11-13,2025-07-15,False,generated
KYC009735,Matthews LLC PLC / 嘉科技有限公司,KY,KY276848,3779009TWJIJE74DK586,19.53,1991-11-06,2025-07-17,False,generated
KYC009736,Berry Gardner and Spencer Ltd / 百地產有限公司,CN,CN-4153,,64.37,2017-09-25,2025-08-19,False,generated
KYC009737,Harris Yu and Conrad Group / 亨實業有限公司,HK,1975304,,8.53,2007-10-06,2022-04-14,False,generated
KYC009738,Gonzalez Diaz and Arias PLC / 金金融有限公司,KY,KY755283,,47.17,2005-03-04,2023-09-23,False,generated
KYC009739,Hill PLC PLC / 亨貿易有限公司,HK,15498218,,32.81,2020-04-19,2025-09-16,False,generated
KYC009740,Martin Ltd Group / 嘉實業有限公司,CN,CN-4778,529900JBPXN94Q4PH175,84.49,2014-03-14,2024-11-13,False,generated
KYC009741,Price LLC Holdings / 嘉金融有限公司,HK,4330855,,59.97,2012-02-23,2025-03-15,False,generated
KYC009742,Wright Cook and Kelley Holdings / 嘉貿易有限公司,CN,CN-4733,2549006GASL5SAFK5327,16.31,2018-10-20,2025-07-10,False,generated
KYC009743,Carroll Garcia and Reed PLC / 中金融有限公司,CN,CN-5287,,58.51,1999-02-02,2025-11-03,False,generated
KYC009744,Neal Richardson and Logan PLC / 嘉地產有限公司,VG,VG572387,,14.91,2020-12-28,2024-04-11,False,generated
KYC009745,Klein-Martinez Ltd / 國科技有限公司,HK,18156177,,39.98,2009-10-28,2025-03-23,False,generated
KYC009746,French-Steele Ltd / 富實業有限公司,VG,VG851722,,49.49,2009-10-05,2023-03-21,False,generated
KYC009747,Lin LLC Ltd / 嘉投資有限公司,VG,VG986892,,16.14,2007-01-20,2025-07-01,False,generated
KYC009748,Washington PLC Group / 嘉地產有限公司,VG,VG963202,,27.97,2005-07-12,2024-11-24,False,generated
KYC009749,House Fields and Cooper Group / 亨實業有限公司,KY,KY710523,,499.01,2022-05-28,2024-05-27,False,generated
KYC009750,Lopez-Collins Group / 嘉投資有限公司,HK,2151427,,32.57,2009-03-27,2025-08-19,False,generated
KYC009751,Strickland Cisneros and Wheeler Holdings / 嘉科技有限公司,HK,10359237,,21.1,2014-11-16,2025-04-22,False,generated
KYC009752,Smith LLC Holdings / 嘉地產有限公司,HK,1700015,,75.62,2015-07-20,2024-07-20,False,generated
KYC009753,Torres-Murphy Limited / 嘉實業有限公司,KY,KY559335,,50.58,2004-02-23,2024-07-13,False,generated
KYC009754,Hernandez Group Holdings / 亨金融有限公司,CN,CN-5408,,6.78,2013-09-21,2021-01-12,False,generated
KYC009755,Delacruz Stewart and Kelly PLC / 大實業有限公司,HK,7588236,,9.52,1990-07-29,2024-07-14,False,generated
KYC009756,Armstrong Inc PLC / 亞科技有限公司,KY,KY523089,,251.87,2005-07-06,2025-09-26,False,generated
KYC009757,Garza Hernandez and Byrd Holdings / 金貿易有限公司,HK,8613207,,0.84,2007-03-24,2025-07-01,False,generated
KYC009758,Johnson-Morales Limited / 捷貿易有限公司,KY,KY432195,,25.66,2017-12-01,2024-03-26,False,generated
KYC009759,Duke-Willis Ltd / 大地產有限公司,VG,VG429350,,78.6,2012-03-12,2025-10-29,False,generated
KYC009760,"VASILJEVIC, Mitar",HK,6383129,,48.11,2017-12-02,2025-11-02,False,generated
KYC009761,Guerrero Group Holdings / 金地產有限公司,VG,VG959189,,33.48,2017-04-18,2025-01-27,False,generated
KYC009762,Nelson-Green Group / 嘉實業有限公司,HK,14326458,,1.73,1996-03-25,2024-04-26,False,generated
KYC009763,Williams-Webb PLC / 嘉實業有限公司,CN,CN-8164,,36.86,2019-11-06,2022-07-22,False,generated
KYC009764,Barber-Rodriguez Ltd / 百科技有限公司,HK,17958285,,41.89,1998-07-04,2025-10-30,False,generated
KYC009765,Gomez and Sons PLC / 金貿易有限公司,HK,10687215,,282.01,2014-08-16,2022-01-04,False,generated
KYC009766,Sullivan Mathis and Rose Group / 嘉金融有限公司,VG,VG285566,,163.66,2014-09-18,2025-08-28,False,generated
KYC009767,Choi Inc PLC / 中貿易有限公司,HK,17850366,,5.27,2017-12-20,2025-09-05,False,generated
